title,category,price,sale_price,sku,availability,options,image_urls,product_url
Max and Lily Solid Wood Low Loft Bed With Staircase In Grey Finish and Curtain,Bunk Beds,"$1,025.00",$852.72,,,attribute_pa_curtain-finish=Blue/Grey/Pink/Grey/Purple/Grey,https://bedsmart.ca/wp-content/uploads/2024/04/81fra5nblul_ac_sl1500.jpg|https://bedsmart.ca/wp-content/uploads/2024/04/81nr3mfyyql_ac_sl1500.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2780.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2783.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2781.jpg|https://bedsmart.ca/wp-content/uploads/2024/04/solid-wood-low-loft-bed-with-staircase-in-grey-finish.jpg,https://bedsmart.ca/product/low-loft-bed-with-staircase-in-grey-finish-and-curtain/
Low Mid-Century Modern Twin Over Twin Low Bunk Bed In Pecan White,Bunk Beds,"$1,025.00",$722.65,,,,https://bedsmart.ca/wp-content/uploads/2024/01/low-bunk.jpg,https://bedsmart.ca/product/low-modern-twin-over-twin-low-bunk-bed/
Maxtrix Low Rider CP Twin Low Loft Bed with Ladder In Chestnut,Bunk Beds,,"$1,425.00",,In stock,,https://bedsmart.ca/wp-content/uploads/2022/06/solid-wood-maxtrix-low-rider-cp-twin-low-loft-bed-with-ladder-in-chestnut.jpg,https://bedsmart.ca/product/low-rider-cp-twin-low-loft-bed-with-ladder-in-chestnut/
Maxtrix Low Rider CS Twin Low Loft Bed with Ladder In Chestnut,Bunk Beds,,"$1,425.00",,In stock,,https://bedsmart.ca/wp-content/uploads/2022/06/solid-wood-maxtrix-low-rider-cs-twin-low-loft-bed-with-ladder-in-chestnut.jpg,https://bedsmart.ca/product/low-rider-cs-twin-low-loft-bed-with-ladder-in-chestnut/
Low Rider Maxtrix Twin Low Loft Bed with Ladder,Bunk Beds,,"$1,425.00",,In stock,,https://bedsmart.ca/wp-content/uploads/2022/06/8.jpg,https://bedsmart.ca/product/low-rider-maxtrix-twin-low-loft-bed/
Maxtrix Low Rider NP Twin Low Loft Bed with Ladder In Natural,Bunk Beds,,"$1,425.00",,In stock,,https://bedsmart.ca/wp-content/uploads/2022/06/solid-wood-maxtrix-low-rider-np-twin-low-loft-bed-with-ladder-in-natural.jpg,https://bedsmart.ca/product/low-rider-np-twin-low-loft-bed-with-ladder-in-natural/
Maxtrix Low Rider NS Twin Low Loft Bed with Ladder In Natural,Bunk Beds,,"$1,425.00",,In stock,,https://bedsmart.ca/wp-content/uploads/2022/06/solid-wood-maxtrix-low-rider-ns-twin-low-loft-bed-with-ladder-in-natural.jpg|https://bedsmart.ca/wp-content/uploads/2018/01/low_20rider_20np__1_540x.webp|https://bedsmart.ca/wp-content/uploads/2018/01/low_20rider_20ns__5_540x-1.webp|https://bedsmart.ca/wp-content/uploads/2018/01/low_20rider_20ns__1_540x-1.webp|https://bedsmart.ca/wp-content/uploads/2016/10/easy_20rider_20ns__2_540x.webp|https://bedsmart.ca/wp-content/uploads/2018/01/low_20rider_20np__1_540x-1.webp,https://bedsmart.ca/product/low-rider-ns-twin-low-loft-bed-with-ladder-in-natural/
Maxtrix Low Rider WS Twin Low Loft Bed with Ladder In White,Bunk Beds,,"$1,425.00",,In stock,,https://bedsmart.ca/wp-content/uploads/2022/06/solid-wood-maxtrix-low-rider-ws-twin-low-loft-bed-with-ladder-in-white.jpg,https://bedsmart.ca/product/low-rider-ws-twin-low-loft-bed-with-ladder-in-white/
Mack Maxtrix Twin Size Mid Loft Bed,Bunk Beds,,"$1,712.00",,In stock,,https://bedsmart.ca/wp-content/uploads/2022/06/34.jpg,https://bedsmart.ca/product/mack-maxtrix-twin-size-mid-loft-bed/
Mansion23 Maxtrix Full Low Loft Bed,Bunk Beds,,"$2,013.00",,,attribute_pa_bed-end-style=Panel/Slat | attribute_pa_finish=Espresso/Natural/White,https://bedsmart.ca/wp-content/uploads/2022/06/650.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/651.jpg,https://bedsmart.ca/product/mansion23-maxtrix-full-low-loft-bed-solid-wood/
Mansion27 Maxtrix Full Low Loft Bed,Bunk Beds,,"$2,013.00",,,attribute_pa_bed-end-style=Panel/Slat | attribute_pa_finish=Espresso/Natural/White,https://bedsmart.ca/wp-content/uploads/2022/06/654.jpg,https://bedsmart.ca/product/mansion27-maxtrix-full-low-loft-bed-solid-wood/
Maxtrix Marvelous CP Twin Low Loft Bed With Slide In Chestnut,Bunk Beds,,"$1,783.00",,In stock,,https://bedsmart.ca/wp-content/uploads/2022/06/solid-wood-maxtrix-marvelous-cp-twin-low-loft-bed-with-slide-in-chestnut.jpg,https://bedsmart.ca/product/marvelous-cp-twin-low-loft-bed-with-slide-in-chestnut/
Maxtrix Marvelous CS Twin Low Loft Bed With Slide In Chestnut,Bunk Beds,,"$1,783.00",,In stock,,https://bedsmart.ca/wp-content/uploads/2022/06/solid-wood-maxtrix-marvelous-cs-twin-low-loft-bed-with-slide-in-chestnut.jpg,https://bedsmart.ca/product/marvelous-cs-twin-low-loft-bed-with-slide-in-chestnut/
Maxtrix Marvelous NC Twin Low Loft Bed With Slide In Natural,Bunk Beds,,"$1,783.00",,In stock,,https://bedsmart.ca/wp-content/uploads/2022/06/solid-wood-maxtrix-marvelous-nc-twin-low-loft-bed-with-slide-in-natural.jpg,https://bedsmart.ca/product/marvelous-nc-twin-low-loft-bed-with-slide-in-natural/
Maxtrix Marvelous Np Twin Low Loft Bed With Slide In Natural,Bunk Beds,,"$1,783.00",,In stock,,https://bedsmart.ca/wp-content/uploads/2022/06/maxtrix-marvelous-np-twin-low-loft-bed-with-slide-in-natural.jpg,https://bedsmart.ca/product/marvelous-np-twin-low-loft-bed-with-slide-in-natural/
Maxtrix Marvelous NS Twin Low Loft Bed With Slide In Natural,Bunk Beds,,"$1,783.00",,In stock,,https://bedsmart.ca/wp-content/uploads/2022/06/solid-wood-maxtrix-marvelous-ns-twin-low-loft-bed-with-slide-in-natural.jpg,https://bedsmart.ca/product/marvelous-ns-twin-low-loft-bed-with-slide-in-natural/
Maxtrix Marvelous Wp Twin Low Loft Bed With Slide In White,Bunk Beds,,"$1,783.00",,In stock,,https://bedsmart.ca/wp-content/uploads/2022/06/solid-wood-maxtrix-marvelous-wp-twin-low-loft-bed-with-slide-in-white.jpg,https://bedsmart.ca/product/marvelous-wp-twin-low-loft-bed-with-slide-in-white/
Marvelous Ws Maxtrix Twin Low Loft Bed With Slide,Bunk Beds,,"$1,783.00",,In stock,,https://bedsmart.ca/wp-content/uploads/2022/06/13.jpg,https://bedsmart.ca/product/marvelous-ws-maxtrix-twin-low-loft-bed/
MAX AND LILY 2 UNDER BED STORAGE DRAWERS,Bunk Beds,,$439.00,,,attribute_pa_finish=Espresso/Grey/White/Blue/Clay,https://bedsmart.ca/wp-content/uploads/2024/11/180262-002__3.jpg|https://bedsmart.ca/wp-content/uploads/2024/11/180262-002__2.jpg|https://bedsmart.ca/wp-content/uploads/2024/11/180262-002__4.jpg|https://bedsmart.ca/wp-content/uploads/2024/11/180262-002__5.jpg|https://bedsmart.ca/wp-content/uploads/2024/11/180262-002__6.jpg|https://bedsmart.ca/wp-content/uploads/2024/11/180262-151__4.jpg|https://bedsmart.ca/wp-content/uploads/2024/11/180262-151__3.jpg|https://bedsmart.ca/wp-content/uploads/2024/11/180262-151__2.jpg|https://bedsmart.ca/wp-content/uploads/2024/11/180262-151__1.jpg|https://bedsmart.ca/wp-content/uploads/2024/11/180262-131__4.jpg|https://bedsmart.ca/wp-content/uploads/2024/11/180262-131__3.jpg|https://bedsmart.ca/wp-content/uploads/2024/11/180262-121__6.jpg|https://bedsmart.ca/wp-content/uploads/2024/11/180262-121__3.jpg|https://bedsmart.ca/wp-content/uploads/2024/11/180262-121__4-1.jpg|https://bedsmart.ca/wp-content/uploads/2024/11/180262-005__5.jpg|https://bedsmart.ca/wp-content/uploads/2024/11/180262-005__4.jpg|https://bedsmart.ca/wp-content/uploads/2024/11/180262-005__1.jpg|https://bedsmart.ca/wp-content/uploads/2024/11/180262-151__4-Copy.jpg|https://bedsmart.ca/wp-content/uploads/2024/11/180262-151__3-Copy.jpg|https://bedsmart.ca/wp-content/uploads/2024/11/180262-151__2-Copy.jpg,https://bedsmart.ca/product/max-and-lily-2-under-bed-storage-drawers/
Max and Lily 6 Drawer Dresser,Bunk Beds,,"$1,212.00",,,attribute_pa_finish=Espresso/Grey/White/Blue,https://bedsmart.ca/wp-content/uploads/2022/06/solid-wood-max-and-lily-6-drawer-dresser-in-white-finish.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2888.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2890.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2942.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2943.jpg|https://bedsmart.ca/wp-content/uploads/2022/11/max-lily-6-drawer-dresser-in-grey-finish.webp|https://bedsmart.ca/wp-content/uploads/2022/06/2913.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2895.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/1423.jpg,https://bedsmart.ca/product/max-and-lily-6-drawer-dresser/
Max and Lily Add on Safety Guard Rail,Bunk Beds,,$79.00,,,attribute_pa_finish=Espresso/Grey/Natural/White/Blue/Clay,https://bedsmart.ca/wp-content/uploads/2022/06/2086-scaled-e1754517308220.jpg|https://bedsmart.ca/wp-content/uploads/2025/04/gardrail-espresso3.jpg|https://bedsmart.ca/wp-content/uploads/2025/04/gardrail-1-grey-copy-copy.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2085.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2083.jpg|https://bedsmart.ca/wp-content/uploads/2025/04/gardrail2.jpg,https://bedsmart.ca/product/max-and-lily-add-on-safety-guard-rail/
Max and Lily Classic Twin Floor Bed,Bunk Beds,,$556.00,,,attribute_pa_finish=White/Blonde,https://bedsmart.ca/wp-content/uploads/2025/09/180200-002__2.jpg|https://bedsmart.ca/wp-content/uploads/2025/09/180200-010__2.jpg|https://bedsmart.ca/wp-content/uploads/2025/09/180200-010__17.jpg|https://bedsmart.ca/wp-content/uploads/2025/09/180200-010__6.jpg|https://bedsmart.ca/wp-content/uploads/2025/09/180200-010__5.jpg|https://bedsmart.ca/wp-content/uploads/2025/09/180200-010__4.jpg|https://bedsmart.ca/wp-content/uploads/2025/09/180200-010__3.jpg|https://bedsmart.ca/wp-content/uploads/2025/09/180200-002__7.jpg|https://bedsmart.ca/wp-content/uploads/2025/09/180200-002__6.jpg|https://bedsmart.ca/wp-content/uploads/2025/09/180200-002__5.jpg|https://bedsmart.ca/wp-content/uploads/2025/09/180200-002__4.jpg|https://bedsmart.ca/wp-content/uploads/2025/09/180200-002__3.jpg|https://bedsmart.ca/wp-content/uploads/2025/09/180200-002__1.jpg,https://bedsmart.ca/product/max-and-lily-classic-twin-floor-bed/
Max and Lily Full Over Full Bunk Bed,Bunk Beds,"$1,240.00",$927.27,,,attribute_pa_finish=Espresso/Grey/Natural/White/Blue,https://bedsmart.ca/wp-content/uploads/2022/06/max-and-lily-full-over-full-bunk-bed-in-white.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/1267.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/1987.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/1988.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/1989.jpg,https://bedsmart.ca/product/max-and-lily-full-over-full-bunk-bed/
Max and Lily Solid Wood Play and Store Low Loft White Wash Finish,Bunk Beds,"$1,050.00",$799.35,,,,https://bedsmart.ca/wp-content/uploads/2023/03/solid-wood-low-loft-bed.webp|https://bedsmart.ca/wp-content/uploads/2023/03/8146bmkkbll_ac_sl1500.webp|https://bedsmart.ca/wp-content/uploads/2023/03/71qihg0ynws_ac_sl1500.webp|https://bedsmart.ca/wp-content/uploads/2023/03/71hhdlefgml_ac_sl1500.webp|https://bedsmart.ca/wp-content/uploads/2023/03/812wbrhoofs_ac_sl1500.webp,https://bedsmart.ca/product/max-and-lily-play-and-store-low-loft-white-wash-finish/
Max and Lily Queen Over Queen Bunk Bed,Bunk Beds,"$1,550.00","$1,312.20",,,attribute_pa_finish=Natural/White,https://bedsmart.ca/wp-content/uploads/2025/06/queen-over-queen-white.jpg|https://bedsmart.ca/wp-content/uploads/2025/06/queen-over-queen-white1.jpg|https://bedsmart.ca/wp-content/uploads/2025/06/queen-over-queen-white2.jpg|https://bedsmart.ca/wp-content/uploads/2025/06/queen-over-queen-white5.jpg|https://bedsmart.ca/wp-content/uploads/2025/06/queen-over-queen-white6.jpg|https://bedsmart.ca/wp-content/uploads/2025/06/queen-over-queen-white7.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/max-and-lily-solid-wood-full-over-full-bunk-bed-in-natural.jpg|https://bedsmart.ca/wp-content/uploads/2024/08/getit-natural-slat-right.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2036.jpg,https://bedsmart.ca/product/max-and-lily-queen-over-queen-bunk-bed/
Max and Lily Twin Low Loft Bed In White With Desk,Bunk Beds,"$1,020.00",$798.14,,In stock,,https://bedsmart.ca/wp-content/uploads/2025/01/low-loft-w-desk-1.jpg|https://bedsmart.ca/wp-content/uploads/2025/01/desk-with-pull-out.jpg|https://bedsmart.ca/wp-content/uploads/2025/01/low-white-bunk-with-stairs4-1.jpg|https://bedsmart.ca/wp-content/uploads/2025/01/81lmaxspfxl_ac_sl1500_-1.jpg|https://bedsmart.ca/wp-content/uploads/2025/01/loft-with-desk6.jpg|https://bedsmart.ca/wp-content/uploads/2025/01/low-bunk-new-white5.jpg|https://bedsmart.ca/wp-content/uploads/2025/01/low-loft-w-desk-1-1.jpg,https://bedsmart.ca/product/max-and-lily-twin-low-loft-bed-in-white-with-desk/
Max and Lily Twin Low Loft Bed with Angle Ladder,Bunk Beds,$720.00,$533.63,,,attribute_pa_finish=Grey/White,https://bedsmart.ca/wp-content/uploads/2022/06/max-and-lily-white-twin-low-loft-bed-with-angle-ladder.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2110.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2111.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2112.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2113.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2765.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2764.jpg,https://bedsmart.ca/product/max-and-lily-twin-low-loft-bed/
Max and Lily Twin Over Full Bunk Bed,Bunk Beds,"$1,160.00",$811.66,,,attribute_pa_finish=Espresso/Grey/Natural/White/Blue,https://bedsmart.ca/wp-content/uploads/2018/01/solid-wood-max-and-lily-twin-over-full-bunk-bed-in-white.webp|https://bedsmart.ca/wp-content/uploads/2022/06/1245.jpg|https://bedsmart.ca/wp-content/uploads/2018/01/81y-qaq5i3l_ac_sl1500.webp|https://bedsmart.ca/wp-content/uploads/2018/01/710i538se2l_ac_sl1500.webp|https://bedsmart.ca/wp-content/uploads/2018/01/814yforidl_ac_sl1500_-1.webp|https://bedsmart.ca/wp-content/uploads/2018/01/7195md2w4wl_ac_sl1500.webp|https://bedsmart.ca/wp-content/uploads/2018/01/611cxqj6nml_ac_sl1500.webp|https://bedsmart.ca/wp-content/uploads/2017/03/solid-wood-max-and-lily-twin-over-full-bunk-bed-in-grey.webp|https://bedsmart.ca/wp-content/uploads/2022/06/max-and-lily-twin-over-full-bunk-bed-in-espresso.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2948.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2945.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/max-and-lily-solid-wood-twin-over-full-bunk-bed-in-natural-finish.jpg,https://bedsmart.ca/product/max-and-lily-twin-over-full-bunk-bed-2/
Max and Lily Twin Over Full Bunk Bed,Bunk Beds,"$1,050.00",$838.25,,,attribute_pa_finish=White/Clay,https://bedsmart.ca/wp-content/uploads/2025/01/185335-002__2.jpg|https://bedsmart.ca/wp-content/uploads/2025/01/185335-002__6.jpg|https://bedsmart.ca/wp-content/uploads/2025/01/185335-002__4.jpg|https://bedsmart.ca/wp-content/uploads/2025/01/185335-002__5.jpg|https://bedsmart.ca/wp-content/uploads/2025/01/twin-over-full-clay.jpg|https://bedsmart.ca/wp-content/uploads/2025/01/185335-002__3.jpg,https://bedsmart.ca/product/max-and-lily-twin-over-full-bunk-bed/
Max and Lily Twin Over Twin Bunk Bed,Bunk Beds,"$1,150.00",$856.82,,,attribute_pa_finish=Espresso/Grey/Natural/White/Blue,https://bedsmart.ca/wp-content/uploads/2018/01/max-and-lily-twin-over-twin-bunk-bed-in-white.webp|https://bedsmart.ca/wp-content/uploads/2022/06/1291.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/1572.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/1919.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/1921.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/1923.jpg|https://bedsmart.ca/wp-content/uploads/2024/01/untitled.png|https://bedsmart.ca/wp-content/uploads/2022/06/max-and-lily-twin-over-twin-bunk-bed-in-natural.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/max-and-lily-twin-over-twin-bunk-bed-in-espresso.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/max-and-lily-twin-over-twin-bunk-bed-in-grey.jpg,https://bedsmart.ca/product/max-and-lily-twin-over-twin-bunk-bed/
Max And Lily Twin over Twin Low Bunk Bed,Bunk Beds,"$1,138.00",$686.36,,,attribute_pa_finish=Grey/Natural/White/Blue,https://bedsmart.ca/wp-content/uploads/2022/06/1666.jpg|https://bedsmart.ca/wp-content/uploads/2019/06/low-bunk-new-white.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/1662.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/1663.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/1664.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/1665.jpg|https://bedsmart.ca/wp-content/uploads/2019/06/low-bunk-new-white1.jpg|https://bedsmart.ca/wp-content/uploads/2019/06/low-bunk-new-white2.jpg|https://bedsmart.ca/wp-content/uploads/2019/06/low-bunk-new-white3.jpg|https://bedsmart.ca/wp-content/uploads/2019/06/low-bunk-new-white4.jpg|https://bedsmart.ca/wp-content/uploads/2019/06/low-bunk-new-white5.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/1661.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/max-and-lily-solid-wood-twin-over-twin-low-bunk-bed-in-blue-finish.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/1668.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/1659.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/1656.jpg,https://bedsmart.ca/product/max-and-lily-twin-over-twin-low-bunk-bed/
Max and Lily Twin Size House Bed In White With 2 Guardrails,Bunk Beds,"$1,160.00",$988.00,,In stock,,https://bedsmart.ca/wp-content/uploads/2022/06/2658.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2656.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2657.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2659.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2660.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2661.jpg,https://bedsmart.ca/product/max-and-lily-twin-size-house-bed-in-white-2/
Solid Wood Max and Lily Twin Size House Bed In White,Bunk Beds,,$836.00,,,,https://bedsmart.ca/wp-content/uploads/2022/06/2652.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2650.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2651.jpg,https://bedsmart.ca/product/max-and-lily-twin-size-house-bed-in-white/
Max and Lily 1 Drawer Night Stand Wide,Bunk Beds,,$312.00,,,attribute_pa_finish=Espresso/Grey/Natural/White/Blue,https://bedsmart.ca/wp-content/uploads/2022/06/1-drawer-night-stand-in-natural-finish.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2057.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2058.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/1718.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/1721.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/1711.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/1713.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2054.jpg,https://bedsmart.ca/product/max-lily-drawer-night-stand-solid-wood-max-lily-drawer-night-stand/
Max and Lily Full Over Full Bunk Bed with Storage,Bunk Beds,"$1,650.00","$1,254.54",,,attribute_pa_finish=Espresso/Grey/Natural/White,https://bedsmart.ca/wp-content/uploads/2022/06/max-and-lily-full-over-full-bunk-bed-with-storage-in-white.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/1269.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/1270.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2049.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2050.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2051.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/1275.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2044.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/max-and-lily-full-over-full-bunk-bed-with-storage-in-grey.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2035.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2033.jpg,https://bedsmart.ca/product/max-lily-full-over-full-bunk-bed-with-storage/
Max and Lily Full Over Full Bunk Bed with Trundle,Bunk Beds,"$1,580.00","$1,145.45",,,attribute_pa_finish=Espresso/Grey/Natural/White,https://bedsmart.ca/wp-content/uploads/2022/06/max-and-lily-full-over-full-bunk-bed-with-trundle-in-white.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/1268.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2006.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2007.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2008.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2009.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2010.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/max-and-lily-solid-wood-full-over-full-bunk-bed-with-trundle-in-natural.jpg|https://bedsmart.ca/wp-content/uploads/2022/11/max-lily-solid-wood-full-over-full-bunk-bed-in-white-with-trundle-bed.webp|https://bedsmart.ca/wp-content/uploads/2022/06/2021.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2029.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/1241.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/1263.jpg,https://bedsmart.ca/product/max-lily-full-over-full-bunk-bed-with-trundle/
Max and Lily Full Platform Bed,Bunk Beds,$620.00,$418.18,,,attribute_pa_finish=Espresso/Grey/Natural/White/Blue/Clay,https://bedsmart.ca/wp-content/uploads/2022/06/1788.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/1789.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/1868.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/1869.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2979.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2982.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2980.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/1858.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/1731.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/1327.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/1859.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/max-and-lily-full-platform-bed-in-grey.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/1895.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/1307.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/1864.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/solid-wood-max-and-lily-full-platform-bed-in-espresso.jpg,https://bedsmart.ca/product/max-lily-full-size-platform-bed-solid-wood/
Max and Lily Full Platform Bed With Trundle,Bunk Beds,$800.00,$645.45,,,attribute_pa_finish=Espresso/Grey/Natural/White/Blue/Clay,https://bedsmart.ca/wp-content/uploads/2022/06/1878.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/1317.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/1318.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/1880.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/max-and-lily-full-platform-bed-with-trundle-in-espresso.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/max-and-lily-full-platform-bed-with-trundle-in-grey.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/max-and-lily-full-platform-bed-with-trundle-in-natural.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/1310.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/1886.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/1889.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/1887.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/1314.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/1315.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2993.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2992.jpg|https://bedsmart.ca/wp-content/uploads/2022/06/2990.jpg,https://bedsmart.ca/product/max-lily-full-size-platform-bed-trundle1/
Max & Lily Twin XL-Over-Queen Bunk Bed,Bunk Beds,,"$1,438.00",,,attribute_pa_finish=Natural/White/Clay,https://bedsmart.ca/wp-content/uploads/2025/06/twin-xl-over-queen-white.jpg|https://bedsmart.ca/wp-content/uploads/2025/06/twin-xl-over-queen-white1.jpg|https://bedsmart.ca/wp-content/uploads/2025/06/twin-xl-over-queen-white2.jpg|https://bedsmart.ca/wp-content/uploads/2025/06/twin-xl-over-queen-white3.jpg|https://bedsmart.ca/wp-content/uploads/2025/06/twin-xl-over-queen-white-5.jpg|https://bedsmart.ca/wp-content/uploads/2025/06/twin-xl-over-queen-white4.jpg|https://bedsmart.ca/wp-content/uploads/2025/06/twin-xl-over-queen-white6.jpg|https://bedsmart.ca/wp-content/uploads/2025/06/twin-xl-over-queen-pecan.jpg|https://bedsmart.ca/wp-content/uploads/2025/06/twin-xl-over-queen-pecan7.jpg|https://bedsmart.ca/wp-content/uploads/2025/06/twin-xl-over-queen-clay1.jpg|https://bedsmart.ca/wp-content/uploads/2025/06/twin-xl-over-queen-clay6.jpg,https://bedsmart.ca/product/max-lily-modern-bunk-bed-twin-xl-over-queen-bed/
Max and Lily Solid Wood Play and Store Low Loft Barnwood Brown,Bunk Beds,"$1,050.00",$799.30,,,,https://bedsmart.ca/wp-content/uploads/2024/07/low-loft-barnwood-2.jpg|https://bedsmart.ca/wp-content/uploads/2024/07/low-loft-barnwood-3.jpg|https://bedsmart.ca/wp-content/uploads/2024/07/low-loft-barnwood-4.jpg|https://bedsmart.ca/wp-content/uploads/2024/07/low-loft-barnwood-5.jpg|https://bedsmart.ca/wp-content/uploads/2024/07/low-loft-barnwood-6.jpg|https://bedsmart.ca/wp-content/uploads/2024/07/low-loft-barnwood.jpg,https://bedsmart.ca/product/max-lily-solid-wood-play-and-store-low-loft/
